# FNIRS session start 2025-08-10T02:36:38.757588Z
# columns: t_rel, sr, nr, red_mean, red_std, red_min, red_max, ir_mean, ir_std, ir_min, ir_max, red_slope, ir_slope, mbll_hbo_mean, mbll_hbo_std, mbll_hbr_mean, mbll_hbr_std, hbo_slope, hbr_slope, red_delta_mean, ir_delta_mean, hr_bpm
16.921,1204.000,34.000,49484.497489,23504.746999,0.000000,65535.000000,46362.027863,24968.354299,61.000000,65535.000000,10.525774,12.711925,0.366739,2.551009,0.671685,3.871253,0.009918,-0.018008,-16050.502511,-19172.972137,0.000
17.940,1116.000,32.000,49478.217367,23511.243096,0.000000,65535.000000,46339.555997,24961.376441,61.000000,65535.000000,7.046845,3.548013,0.365611,2.551854,0.673310,3.875293,0.008006,-0.014660,-16056.782633,-19195.444003,0.000
18.961,1078.000,31.000,49481.294742,23518.390026,0.000000,65535.000000,46343.923526,24960.017717,61.000000,65535.000000,7.336231,4.540313,0.361446,2.555875,0.678599,3.892031,0.005615,-0.010987,-16053.705258,-19191.076474,0.000
19.980,1178.000,32.000,49547.559956,23503.172349,0.000000,65535.000000,46390.822987,24948.182963,61.000000,65535.000000,25.006593,17.206636,0.358322,2.556136,0.679722,3.899442,0.003888,-0.009012,-15987.440044,-19144.177013,0.000
21.002,1154.000,32.000,49579.006683,23496.124970,0.000000,65535.000000,46390.272467,24940.658513,61.000000,65535.000000,37.735592,20.881758,0.357632,2.557555,0.680116,3.903898,0.003748,-0.008792,-15955.993317,-19144.727533,0.000
22.021,1139.000,32.000,49561.442565,23496.894911,0.000000,65535.000000,46423.024355,24942.684936,61.000000,65535.000000,28.267594,31.911890,0.363601,2.539985,0.669353,3.855403,0.003163,-0.007721,-15973.557435,-19111.975645,0.000
23.039,1129.000,31.000,49566.383795,23468.765869,0.000000,65535.000000,46524.420535,24945.375519,61.000000,65535.000000,33.742918,63.870957,0.371514,2.513760,0.652035,3.785397,0.004560,-0.011186,-15968.616205,-19010.579465,0.000
24.120,1210.000,34.000,49542.823172,23461.519747,0.000000,65535.000000,46603.877917,24954.967067,61.000000,65535.000000,21.008092,86.528085,0.380794,2.492709,0.635196,3.718029,0.005207,-0.012352,-15992.176828,-18931.122083,0.000
25.080,1066.000,30.000,49519.527130,23461.311185,0.000000,65535.000000,46654.910435,24960.086527,61.000000,65535.000000,11.207616,96.800290,0.386895,2.471528,0.623286,3.661197,0.006176,-0.014295,-16015.472870,-18880.089565,0.000
26.117,1154.000,32.000,49518.130467,23443.902239,0.000000,65535.000000,46721.384929,24960.255587,61.000000,65535.000000,3.250140,102.365749,0.393162,2.450577,0.609958,3.603386,0.007836,-0.017223,-16016.869533,-18813.615071,0.000
27.179,1195.000,33.000,49490.660999,23438.473511,0.000000,65535.000000,46788.959583,24951.331547,61.000000,65535.000000,-12.556155,108.663258,0.398063,2.431524,0.598988,3.548477,0.006949,-0.015736,-16044.339001,-18746.040417,0.000
28.260,1252.000,34.000,49508.399615,23414.273120,0.000000,65535.000000,46869.643315,24952.642513,61.000000,65535.000000,-6.309238,124.224883,0.403779,2.410643,0.586033,3.492462,0.006642,-0.015949,-16026.600385,-18665.356685,0.000
29.340,1140.000,33.000,49494.020538,23408.392188,0.000000,65535.000000,46883.626693,24966.155183,61.000000,65535.000000,-16.779148,122.721354,0.409666,2.393277,0.575577,3.444861,0.008932,-0.019803,-16040.979462,-18651.373307,0.000
30.448,1170.000,32.000,49500.991181,23388.105815,0.000000,65535.000000,46931.951177,24976.722258,61.000000,65535.000000,-14.492145,124.205046,0.418844,2.374364,0.560580,3.385856,0.011295,-0.023327,8532.991181,-18535.048823,0.000
31.557,644.000,18.000,49504.479798,23362.014084,0.000000,65535.000000,46971.473326,24981.701565,61.000000,65535.000000,-15.765637,132.103746,0.404036,2.349286,0.555966,3.313775,0.011775,-0.024368,-16030.520202,-18563.526674,0.000
32.610,874.000,24.000,49487.358136,23344.876082,0.000000,65535.000000,47029.011971,24988.032759,61.000000,65535.000000,-22.684523,129.848862,0.430642,2.324411,0.531721,3.240570,0.012074,-0.024383,-16047.641864,-18505.988029,0.000
33.631,1131.000,32.000,49457.875078,23331.206825,0.000000,65535.000000,47071.661192,24996.933122,61.000000,65535.000000,-29.828866,120.116377,0.440097,2.291456,0.513332,3.145471,0.014391,-0.027584,-15999.124922,-18463.338808,0.000
34.696,1178.000,33.000,49455.026379,23312.431800,0.000000,65535.000000,47136.908607,24999.168911,61.000000,65535.000000,-36.475725,104.373513,0.433547,2.263259,0.502919,3.053188,0.013698,-0.025870,-16079.973621,-18398.091393,0.000
35.731,1157.000,32.000,49481.445210,23290.773454,0.000000,65535.000000,47224.586959,24998.219294,61.000000,65535.000000,-25.831018,100.767059,0.409321,2.236619,0.503041,2.976495,0.014056,-0.026402,-16053.554790,-18310.413041,0.000
36.819,1225.000,34.000,49509.415794,23266.874104,0.000000,65535.000000,47322.390276,25000.707051,61.000000,65535.000000,-15.659010,86.514458,0.468943,2.202433,0.458910,2.877429,0.012309,-0.022727,-16025.584206,-18212.609724,0.000
37.854,1139.000,32.000,49500.328834,23259.048597,0.000000,65535.000000,47376.013963,25007.665856,61.000000,65535.000000,-21.862461,57.578988,0.476644,2.172670,0.442356,2.776441,0.010832,-0.018992,-16034.671166,-18158.986037,0.000
38.940,1217.000,34.000,49488.499443,23246.226978,0.000000,65535.000000,47427.879458,25009.226545,61.000000,65535.000000,-24.790554,33.901454,0.484371,2.154424,0.430918,2.717311,0.007736,-0.013185,-15974.500557,-18107.120542,0.000
40.021,1199.000,34.000,49483.534569,23226.921550,0.000000,65535.000000,47466.269280,25013.945945,61.000000,65535.000000,-9.961511,16.214768,0.484945,2.143260,0.426117,2.682483,0.004584,-0.007806,12611.534569,-17994.730720,0.000
41.105,1135.000,32.000,49473.286060,23205.720654,0.000000,65535.000000,47514.967527,25022.867579,61.000000,65535.000000,0.112960,-19.230577,0.495543,2.119735,0.411157,2.605410,0.002124,-0.002423,-16061.713940,-18020.032473,0.000
42.149,1202.000,33.000,49472.391003,23177.275428,0.000000,65535.000000,47592.940331,25030.632705,61.000000,65535.000000,1.051310,-17.284106,0.484127,2.099086,0.407611,2.534738,0.001220,-0.000736,5688.391003,-17866.059669,0.000
43.246,1213.000,34.000,49447.254695,23174.773539,0.000000,65535.000000,47661.219056,25031.327161,61.000000,65535.000000,2.346095,-1.210892,0.508140,2.083427,0.390025,2.481804,0.001112,-0.001033,-16087.745305,-17873.780944,0.000
44.249,1101.000,31.000,49434.437701,23168.680698,0.000000,65535.000000,47692.582036,25033.537060,61.000000,65535.000000,-4.431828,-13.321370,0.505777,2.071016,0.386748,2.438894,0.001519,-0.000584,-16100.562299,-17842.417964,0.000
45.331,1241.000,35.000,49425.319474,23161.881074,0.000000,65535.000000,47733.129742,25035.511991,61.000000,65535.000000,-9.292729,-17.119608,0.509410,2.053982,0.377406,2.373146,0.001427,-0.000396,-16109.680526,-17801.870258,0.000
46.442,1184.000,33.000,49415.175547,23150.147856,0.000000,65535.000000,47794.535669,25043.673372,61.000000,65535.000000,-5.479293,-9.300301,0.486039,2.023709,0.376847,2.260194,0.000982,-0.000202,-16050.824453,-17740.464331,0.000
47.579,1305.000,37.000,49425.373777,23130.463629,0.000000,65535.000000,47860.390321,25060.040126,61.000000,65535.000000,-8.591645,-9.881633,0.527490,1.996264,0.344302,2.152050,0.001137,-0.000215,-16109.626223,-17674.609679,0.000
48.632,1105.000,31.000,49435.058629,23108.299544,0.000000,65535.000000,47923.298796,25065.983236,61.000000,65535.000000,0.642019,-5.069584,0.536545,1.963800,0.326400,2.019552,0.000977,-0.000445,-16099.941371,-17611.701204,0.000
49.772,1264.000,36.000,49388.986520,23107.664942,0.000000,65535.000000,47931.576782,25075.528507,61.000000,65535.000000,7.214195,-23.469730,0.547677,1.950404,0.315598,1.953603,-0.000425,0.002417,-16146.013480,-17603.423218,0.000
50.879,1188.000,34.000,49388.336982,23118.645791,0.000000,65535.000000,47904.763769,25080.678079,61.000000,65535.000000,28.352237,-52.232061,0.543232,1.951831,0.318685,1.961144,-0.003653,0.008681,-16146.663018,-17630.236231,0.000
51.961,1212.000,34.000,49438.088958,23114.612252,0.000000,65535.000000,47872.391206,25072.828660,61.000000,65535.000000,43.578334,-71.619882,0.554788,1.967340,0.307707,2.026011,-0.006303,0.012997,-6633.911042,-17604.608794,0.000
52.979,1138.000,33.000,49448.602156,23142.022030,0.000000,65535.000000,47765.998575,25077.935806,61.000000,65535.000000,44.781111,-101.583344,0.542371,1.995204,0.334426,2.134125,-0.008399,0.017288,-6623.397844,-17711.001425,0.000
54.090,1164.000,33.000,49502.094080,23149.181856,0.000000,65535.000000,47677.485137,25073.284396,61.000000,65535.000000,48.270124,-122.724786,0.531259,2.017943,0.349170,2.234409,-0.010589,0.021096,9558.094080,-17768.514863,0.000
55.171,1140.000,34.000,49533.361826,23154.884167,0.000000,65535.000000,47571.595186,25078.823138,61.000000,65535.000000,51.619927,-148.344134,0.531340,2.035885,0.356181,2.301778,-0.011421,0.022208,-8074.638174,-17909.404814,0.000
56.220,1218.000,34.000,49563.698830,23176.712509,0.000000,65535.000000,47527.547810,25055.567721,61.000000,65535.000000,67.760982,-135.796561,0.523380,2.054237,0.368113,2.377007,-0.013224,0.023421,-1800.301170,-18007.452190,0.000
57.331,1158.000,34.000,49578.804370,23197.813999,0.000000,65535.000000,47413.006764,25069.635061,61.000000,65535.000000,56.372982,-152.789629,0.515889,2.088695,0.385535,2.498852,-0.015099,0.027714,-11869.195630,-18062.993236,0.000
58.352,1126.000,31.000,49585.329075,23220.879596,0.000000,65535.000000,47339.250436,25057.200618,61.000000,65535.000000,60.690263,-143.107162,0.515216,2.114855,0.384740,2.591732,-0.016601,0.029381,-854.670925,-18121.749564,0.000
59.415,1178.000,33.000,49622.536666,23232.576752,0.000000,65535.000000,47316.029065,25031.398079,61.000000,65535.000000,57.678721,-135.759918,0.496703,2.142938,0.418034,2.689625,-0.018185,0.031185,-15912.463334,-18218.970935,0.000
60.541,1222.000,35.000,49602.431152,23268.178156,0.000000,65535.000000,47233.716724,25023.317525,61.000000,65535.000000,41.727647,-143.442057,0.484859,2.178472,0.440881,2.809789,-0.018627,0.033135,-13125.568848,-18245.283276,0.000
61.603,1190.000,34.000,49589.928319,23293.430326,0.000000,65535.000000,47174.631126,25017.829010,61.000000,65535.000000,25.795776,-129.351895,0.477859,2.203435,0.455471,2.886628,-0.018570,0.033121,15277.928319,-18304.368874,0.000
62.700,1166.000,33.000,49611.673569,23305.152776,0.000000,65535.000000,47122.860369,25003.043194,61.000000,65535.000000,15.599891,-99.660871,0.471277,2.220645,0.466083,2.943599,-0.017496,0.030080,16835.673569,-18350.139631,0.000
63.722,1080.000,31.000,49622.360679,23316.279409,0.000000,65535.000000,47074.446683,24991.689101,61.000000,65535.000000,-1.500797,-91.142942,0.465800,2.239101,0.476141,2.998489,-0.015074,0.026085,8142.360679,-18399.553317,0.000
64.830,1130.000,33.000,49638.526754,23340.264759,0.000000,65535.000000,46993.894625,24993.945320,61.000000,65535.000000,-13.707777,-84.706611,0.457036,2.270496,0.494551,3.095079,-0.014445,0.025646,-12321.473246,-18476.105375,0.000
65.893,1124.000,33.000,49620.512035,23379.287501,0.000000,65535.000000,46913.145917,24972.760712,61.000000,65535.000000,-25.887935,-65.011025,0.447788,2.294339,0.511198,3.168555,-0.012574,0.021582,11980.512035,-18548.854083,0.000
67.006,1212.000,35.000,49596.314905,23410.827264,0.000000,65535.000000,46871.389096,24940.564557,61.000000,65535.000000,-38.757037,-26.080612,0.445191,2.312138,0.507993,3.224498,-0.009677,0.015449,2996.314905,-18586.610904,0.000
68.102,1120.000,32.000,49617.936643,23420.980627,0.000000,65535.000000,46818.294534,24925.692564,61.000000,65535.000000,-42.626265,-4.636977,0.431650,2.330724,0.536767,3.283735,-0.005642,0.008333,-14390.063357,-18657.705466,0.000
69.271,1278.000,37.000,49631.137365,23467.147932,0.000000,65535.000000,46772.344270,24891.830605,61.000000,65535.000000,-53.377081,38.370578,0.428646,2.354904,0.537840,3.361905,-0.003082,0.002276,-9256.862635,-18703.655730,0.000
70.352,1160.000,33.000,49662.802408,23495.379406,0.000000,65535.000000,46733.550769,24869.848786,61.000000,65535.000000,-47.395278,39.753749,0.410931,2.373794,0.569503,3.421662,-0.003292,0.002656,16374.802408,-18749.449231,0.000
71.460,1280.000,36.000,49694.315514,23516.591911,0.000000,65535.000000,46659.316952,24852.916753,61.000000,65535.000000,-25.109513,38.124733,0.402338,2.401213,0.585740,3.498343,-0.002248,0.001675,-5609.684486,-18816.683048,0.000
72.511,1108.000,31.000,49741.787810,23531.987541,0.000000,65535.000000,46580.020398,24835.776362,61.000000,65535.000000,-4.483465,35.213015,0.395017,2.420803,0.598571,3.557220,-0.001032,-0.000210,5715.787810,-18954.979602,0.000
73.625,1276.000,35.000,49808.324145,23542.844952,0.000000,65535.000000,46562.271402,24808.604000,61.000000,65535.000000,13.855878,42.686678,0.386277,2.437596,0.610986,3.609978,-0.000184,-0.001680,9352.324145,-18902.728598,0.000
74.730,1252.000,34.000,49875.743405,23540.229256,0.000000,65535.000000,46551.681485,24793.652473,61.000000,65535.000000,44.854461,45.293179,0.380320,2.451978,0.619316,3.652544,0.001771,-0.005016,-15659.256595,-18983.318515,0.000
75.780,1244.000,34.000,49938.057251,23550.571301,0.000000,65535.000000,46546.471771,24768.127428,61.000000,65535.000000,62.924827,58.313816,0.371121,2.466086,0.632058,3.701681,0.002593,-0.008489,-4341.942749,-18890.528229,0.000
76.860,1146.000,32.000,49957.175442,23571.397206,0.000000,65535.000000,46542.092177,24729.441179,61.000000,65535.000000,75.802812,76.903685,0.361381,2.477287,0.643853,3.740664,0.002660,-0.009981,-2786.824558,-18913.907823,0.000
77.971,1232.000,34.000,49993.509098,23588.185100,0.000000,65535.000000,46549.222507,24697.030657,61.000000,65535.000000,68.316355,79.393916,0.350858,2.492929,0.657634,3.790489,0.001857,-0.008685,5185.509098,-18917.777493,0.000
78.966,1132.000,31.000,50036.558474,23602.983929,0.000000,65535.000000,46540.458242,24663.581109,61.000000,65535.000000,95.108999,100.882815,0.342626,2.505094,0.668690,3.830322,0.001643,-0.010472,-10899.441526,-18931.541758,0.000
80.070,1292.000,35.000,50082.399380,23594.142334,0.000000,65535.000000,46581.719170,24649.998095,61.000000,65535.000000,94.901461,98.625466,0.331364,2.513937,0.678186,3.857147,-0.000279,-0.006124,-15452.600620,-18953.280830,0.000
81.169,1240.000,34.000,50093.505782,23589.744959,0.000000,65535.000000,46639.815045,24633.219373,61.000000,65535.000000,95.592457,101.401820,0.331131,2.502668,0.672984,3.830366,-0.000548,-0.005214,-15441.494218,-18895.184955,0.000
82.272,1300.000,35.000,50103.237673,23581.395860,0.000000,65535.000000,46688.139058,24628.108941,61.000000,65535.000000,95.399583,97.381480,0.238570,2.499078,0.717425,3.822998,-0.000477,-0.004820,-15431.762327,-18846.860942,0.000
83.378,1202.000,33.000,50146.063913,23562.142620,0.000000,65535.000000,46769.374992,24607.886687,61.000000,65535.000000,87.088578,87.522167,0.329138,2.492934,0.668226,3.808898,0.001009,-0.006719,-15388.936087,-18765.625008,0.000
84.480,1298.000,35.000,50163.232008,23547.565372,0.000000,65535.000000,46849.231525,24578.957960,61.000000,65535.000000,87.331253,88.682691,0.311396,2.479659,0.670559,3.778580,0.001089,-0.007231,-15371.767992,-18685.768475,0.000
85.531,1194.000,32.000,50201.519489,23536.018516,0.000000,65535.000000,46920.302428,24561.698052,61.000000,65535.000000,81.292386,79.169280,0.326397,2.482441,0.663533,3.787700,0.001035,-0.006600,-15333.480511,-18614.697572,0.000
86.669,1352.000,36.000,50244.474659,23509.710412,0.000000,65535.000000,46971.696868,24560.246794,61.000000,65535.000000,72.736879,73.102126,0.266386,2.473493,0.687696,3.763253,0.001959,-0.007751,-15290.525341,-18563.303132,0.000
87.722,1228.000,33.000,50323.790093,23473.676464,0.000000,65535.000000,47042.722897,24545.819250,61.000000,65535.000000,63.528744,69.066217,0.338789,2.463287,0.644248,3.735254,0.002074,-0.007437,-15211.209907,-18492.277103,0.000
88.784,1208.000,33.000,50344.733773,23462.355069,0.000000,65535.000000,47048.415147,24554.634971,61.000000,65535.000000,58.369295,50.961899,0.338720,2.458640,0.640457,3.717411,0.003798,-0.009623,-15190.266227,-18486.584853,0.000
89.893,1284.000,35.000,50407.307184,23428.641233,0.000000,65535.000000,47072.264416,24556.083515,61.000000,65535.000000,40.934177,28.203032,0.334181,2.443887,0.632737,3.673932,0.003192,-0.007401,-15127.692816,-18462.735584,0.000
90.898,1114.000,31.000,50444.389494,23420.887049,0.000000,65535.000000,47087.157657,24543.098629,61.000000,65535.000000,29.453947,2.893353,0.325808,2.433295,0.632125,3.650621,0.002503,-0.004736,-15090.610506,-18447.842343,0.000
92.040,1286.000,35.000,50499.936985,23411.919151,0.000000,65535.000000,47141.016380,24525.596044,61.000000,65535.000000,18.984294,-20.873960,0.340291,2.433912,0.624850,3.657608,0.001670,-0.001568,-14961.063015,-18393.983620,0.000
93.097,1212.000,33.000,50542.080839,23407.830394,0.000000,65535.000000,47185.032401,24505.078908,61.000000,65535.000000,11.354436,-27.041305,0.334170,2.432790,0.627422,3.659985,0.001244,-0.000434,-14920.919161,-18349.967599,0.000
94.143,1182.000,32.000,50601.784680,23381.862064,0.000000,65535.000000,47208.955026,24501.979917,61.000000,65535.000000,17.014758,-26.854893,0.320866,2.424442,0.628532,3.637560,0.001670,-0.001355,-14933.215320,-18326.044974,0.000
95.250,1284.000,35.000,50647.539194,23358.528969,0.000000,65535.000000,47268.464412,24476.592917,61.000000,65535.000000,12.098853,-34.531243,0.332380,2.409079,0.615116,3.601910,0.002160,-0.002099,-14887.460806,-18266.535588,0.000
96.270,1184.000,32.000,50698.752798,23334.983146,0.000000,65535.000000,47290.161591,24478.940137,61.000000,65535.000000,12.552476,-31.116290,0.336048,2.414079,0.614004,3.615008,0.001424,-0.001077,13570.752798,-18173.838409,0.000
97.411,1280.000,35.000,50757.797791,23307.825181,0.000000,65535.000000,47311.763829,24472.698080,395.000000,65535.000000,3.671742,-29.775455,0.343947,2.408137,0.605185,3.597500,0.001498,-0.001546,-14777.202209,-18223.236171,0.000
98.432,1182.000,32.000,50797.731943,23296.301550,0.000000,65535.000000,47324.261750,24476.492393,395.000000,65535.000000,-0.059432,-26.042548,0.330432,2.419893,0.616222,3.628409,-0.000604,0.002248,-14737.268057,-18210.738250,0.000
99.423,1136.000,31.000,50851.036747,23259.491324,0.000000,65535.000000,47325.126581,24492.342382,395.000000,65535.000000,3.379093,-33.111581,0.334032,2.414473,0.609841,3.611389,-0.000307,0.001970,-14683.963253,-18209.873419,0.000
100.561,1300.000,35.000,50871.452327,23250.277835,0.000000,65535.000000,47347.740676,24491.212438,395.000000,65535.000000,-3.156997,-38.866613,0.340013,2.421179,0.609532,3.630277,-0.002413,0.007085,-14663.547673,-18187.259324,0.000
101.640,1250.000,34.000,50901.417148,23239.147276,0.000000,65535.000000,47369.427705,24474.312753,395.000000,65535.000000,-6.275848,-44.990148,0.322369,2.412917,0.614320,3.611951,-0.001951,0.006315,-14633.582852,-18165.572295,0.000
102.691,1188.000,32.000,50916.438736,23230.120950,0.000000,65535.000000,47371.079256,24472.061581,395.000000,65535.000000,-7.424704,-40.757957,0.344578,2.412646,0.602898,3.611638,-0.003119,0.008275,-14618.561264,-18163.920744,0.000
103.710,1212.000,33.000,50921.743223,23230.340333,0.000000,65535.000000,47359.677112,24465.760670,395.000000,65535.000000,-12.704100,-41.730889,0.349121,2.415417,0.602339,3.621482,-0.002494,0.006932,-14613.256777,-18175.322888,0.000
104.820,1258.000,34.000,50925.188017,23223.445994,0.000000,65535.000000,47347.487394,24460.809936,395.000000,65535.000000,-5.605678,-33.528898,0.347363,2.411391,0.601141,3.612246,-0.001070,0.003166,-14609.811983,-18187.512606,0.000
105.991,1314.000,36.000,50922.004517,23221.011760,0.000000,65535.000000,47306.568244,24472.099081,395.000000,65535.000000,-8.223130,-35.665885,0.351479,2.421096,0.603295,3.635325,-0.001996,0.005294,-14612.995483,-18228.431756,0.000
107.087,1238.000,34.000,50932.707168,23215.423196,0.000000,65535.000000,47271.831492,24480.300012,395.000000,65535.000000,-3.824942,-19.274289,0.343986,2.427356,0.609036,3.650103,-0.002116,0.004568,-14602.292832,-18263.168508,0.000
108.215,1296.000,35.000,50966.180129,23195.570080,0.000000,65535.000000,47251.161433,24490.533801,395.000000,65535.000000,0.304504,-18.167145,0.353653,2.427420,0.603242,3.650110,-0.000658,0.002138,-14504.819871,-18283.838567,0.000
109.201,1196.000,33.000,50960.437315,23197.353081,0.000000,65535.000000,47217.393798,24501.378756,395.000000,65535.000000,7.743666,-17.890257,0.350262,2.430340,0.606184,3.654829,0.000840,-0.000060,-14510.562685,-18317.606202,0.000
110.371,1254.000,34.000,50985.922779,23172.910129,0.000000,65535.000000,47193.606887,24508.492028,395.000000,65535.000000,13.424378,-26.511251,0.356821,2.417437,0.595173,3.615850,0.002915,-0.002962,-14549.077221,-18341.393113,0.000
111.366,1140.000,31.000,50984.113515,23173.673853,0.000000,65535.000000,47177.882235,24512.271435,395.000000,65535.000000,7.655411,-27.811535,0.356101,2.423298,0.598223,3.631463,0.001977,-0.000912,-14550.886485,-18357.117765,0.000
112.495,1280.000,35.000,50971.593081,23179.674479,0.000000,65535.000000,47141.141091,24525.704523,395.000000,65535.000000,-2.993278,-25.397667,0.352576,2.432224,0.603745,3.652614,0.000068,0.002565,-14563.406919,-18393.858909,0.000
113.613,1294.000,35.000,50980.086735,23179.959616,0.000000,65535.000000,47137.048936,24523.359105,395.000000,65535.000000,-3.248621,-12.759519,0.357901,2.438086,0.604086,3.669237,0.000398,0.000832,-14491.913265,-18397.951064,0.000
114.660,1206.000,33.000,50969.416846,23185.100380,0.000000,65535.000000,47097.230591,24535.989535,395.000000,65535.000000,-0.102519,-11.929528,0.355639,2.446714,0.609024,3.689088,0.001639,-0.001745,-14565.583154,-18437.769409,0.000
115.681,1168.000,31.000,50973.370348,23188.668387,0.000000,65535.000000,47075.313181,24540.578203,395.000000,65535.000000,-1.340431,-2.628124,0.355296,2.457626,0.614300,3.717894,-0.000261,0.001366,-14496.629652,-18459.686819,0.000
116.798,1276.000,35.000,50953.224853,23201.250067,0.000000,65535.000000,47051.812860,24544.025327,395.000000,65535.000000,-6.309997,10.222818,0.352772,2.462850,0.619648,3.735034,-0.000922,0.001240,-14581.775147,-18483.187140,0.000
117.840,1210.000,33.000,50932.950553,23216.161602,0.000000,65535.000000,47041.780733,24544.145626,395.000000,65535.000000,-13.120262,16.284925,0.338548,2.471203,0.631180,3.758362,-0.001766,0.002711,-14602.049447,-18493.219267,0.000
118.831,1130.000,31.000,50902.293215,23239.460867,0.000000,65535.000000,47047.633685,24533.447725,395.000000,65535.000000,-19.486824,13.396455,0.339443,2.483888,0.638517,3.795520,-0.002497,0.004459,-14632.706785,-18487.366315,0.000
119.850,1146.000,31.000,50888.298508,23242.963172,0.000000,65535.000000,47056.329740,24522.601965,402.000000,65535.000000,-15.867355,19.115431,0.336550,2.487678,0.642642,3.809957,-0.002708,0.004444,-14646.701492,-18478.670260,0.000
120.871,1204.000,32.000,50917.461838,23220.833284,0.000000,65535.000000,47077.244008,24522.204208,402.000000,65535.000000,-6.532302,19.346834,0.339958,2.482844,0.636982,3.794264,-0.001837,0.003208,-14554.538162,-18457.755992,0.000
121.918,1160.000,32.000,50931.067210,23203.328755,0.000000,65535.000000,47052.183678,24541.248431,402.000000,65535.000000,-6.975163,14.589787,0.344355,2.476039,0.630237,3.771420,-0.001029,0.001862,-14603.932790,-18482.816322,0.000
122.970,1234.000,33.000,50935.852839,23201.083299,0.000000,65535.000000,47060.188547,24546.796022,402.000000,65535.000000,-4.642931,21.522455,0.340846,2.479840,0.634275,3.784303,-0.001881,0.002702,-14599.147161,-18474.811453,0.000
123.991,1154.000,32.000,50905.928862,23221.137680,0.000000,65535.000000,47056.246536,24555.400936,402.000000,65535.000000,-9.080900,23.305348,0.342501,2.492014,0.640469,3.816369,-0.002443,0.003907,-14629.071138,-18478.753464,0.000
125.041,1182.000,33.000,50908.425154,23218.617764,0.000000,65535.000000,47041.416890,24568.620079,386.000000,65535.000000,-6.630867,18.151972,0.334380,2.496592,0.646148,3.826530,-0.001208,0.001456,-14626.574846,-18493.583110,0.000
126.121,1198.000,33.000,50904.596633,23220.239144,0.000000,65535.000000,47029.693995,24578.415043,386.000000,65535.000000,-11.944161,9.902271,0.341496,2.502033,0.645534,3.840560,-0.002308,0.004097,-14566.403367,-18505.306005,0.000
127.170,1242.000,33.000,50922.508911,23206.664524,0.000000,65535.000000,47040.433863,24581.100426,386.000000,65535.000000,-3.001824,20.893866,0.335423,2.498632,0.645875,3.830946,-0.000977,0.000423,-14612.491089,-18494.566137,0.000
128.190,1172.000,32.000,50930.898732,23198.241241,0.000000,65535.000000,47049.207686,24577.739783,386.000000,65535.000000,5.362041,22.688917,0.338461,2.488903,0.639377,3.805494,-0.000423,-0.001118,-14604.101268,-18485.792314,0.000
129.240,1238.000,33.000,50944.293539,23188.647917,0.000000,65535.000000,47064.744732,24568.736280,386.000000,65535.000000,13.578069,19.445482,0.344741,2.481344,0.631945,3.785295,0.001057,-0.003744,-14590.706461,-18470.255268,0.000
130.291,1198.000,32.000,50963.940045,23183.123930,0.000000,65535.000000,47089.754538,24560.109501,386.000000,65535.000000,27.796745,20.707588,0.348391,2.476934,0.627590,3.774148,0.002666,-0.006635,-14571.059955,-18445.245462,0.000
131.311,1236.000,33.000,50971.829699,23181.183045,0.000000,65535.000000,47111.840283,24563.174738,386.000000,65535.000000,31.560464,24.024685,0.341382,2.480869,0.632667,3.783849,0.002356,-0.005972,-14563.170301,-18423.159717,0.000
132.334,1134.000,31.000,50970.185098,23183.104683,0.000000,65535.000000,47118.007367,24562.671614,386.000000,65535.000000,24.717908,14.866707,0.338562,2.481701,0.635155,3.788849,0.001780,-0.004305,-14564.814902,-18416.992633,0.000
133.350,1162.000,31.000,50952.713239,23184.876989,0.000000,65535.000000,47142.038229,24562.679345,386.000000,65535.000000,13.877912,23.209779,0.335936,2.487964,0.639877,3.806588,-0.000135,-0.001112,-14582.286761,-18392.961771,0.000
134.340,1118.000,31.000,50907.461556,23206.130183,0.000000,65535.000000,47146.789389,24567.351815,386.000000,65535.000000,-0.481767,15.435914,0.337879,2.497587,0.644790,3.832037,0.000453,-0.001534,-14627.538444,-18388.210611,0.000
135.390,1218.000,33.000,50911.780845,23206.970408,0.000000,65535.000000,47170.015953,24570.666134,386.000000,65535.000000,2.820504,13.390424,0.329989,2.502509,0.650675,3.843509,-0.000905,0.001883,-14623.219155,-18364.984047,0.000
136.411,1132.000,31.000,50915.756298,23212.019092,0.000000,65535.000000,47189.000058,24568.862545,386.000000,65535.000000,1.568162,12.311669,0.324507,2.505451,0.655702,3.854828,-0.002160,0.003673,-14619.243702,-18345.999942,0.000
137.491,1232.000,34.000,50898.503929,23229.325341,0.000000,65535.000000,47190.512718,24572.181490,386.000000,65535.000000,-8.510023,9.730599,0.330375,2.518786,0.660396,3.892023,-0.003561,0.006383,-14636.496071,-18344.487282,0.000
138.541,1226.000,33.000,50899.953885,23232.609233,0.000000,65535.000000,47197.213285,24564.612158,386.000000,65535.000000,-9.300450,7.872269,0.324777,2.522362,0.664600,3.899927,-0.004350,0.008138,-14635.046115,-18337.786715,0.000
139.591,1202.000,32.000,50914.017055,23229.205721,0.000000,65535.000000,47218.846330,24563.724682,386.000000,65535.000000,-12.399413,7.683878,0.321805,2.529329,0.669308,3.919257,-0.005285,0.010011,-14620.982945,-18316.153670,0.000
